Filename,Speaker,Task,Sex,Ethnicity,Generation,Word,Vowel,Preceding.Phone,Following.Phone,Begin.Time..s.,End.Time..s.,Duration..ms.,F0.20.,F0.35.,F0.50.,F0.65.,F0.80.,F1.20.,F1.35.,F1.50.,F1.65.,F1.80.,F1.100.,F2.20.,F2.35.,F2.50.,F2.65.,F2.80.,F3.20.,F3.35.,F3.50.,F3.65.,F3.80.,Intensity.20.,Intensity.35.,Intensity.50.,Intensity.65.,Intensity.80.,Notes,Analyst,Date,Settings,Praat.Version,OS,uuid,Speaker.Vowel,md,Is.outlier.001,Is.outlier.025
YS44NF2G_WL,YS44NF2G,wordlist,F,Yakama,2,hode,o,h,d,985.1987084,985.4663381,267.6297149,137.6580547,138.0584772,127.0175762,70.86696386,74.97669773,736.3244901,800.5999362,291.0911733,360.3671962,370.7686044,327.6475849,2049.461143,1771.821708,1650.231824,1165.046943,1288.512501,3304.498082,3285.31479,3137.92565,2886.531022,2948.145759,66.56361405,66.79933228,64.96498938,63.48718556,61.22448011,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS44NF2G_WL985_1987084,YS44NF2Go,155.73464400392123,TRUE,TRUE
YS44NF2G_WL,YS44NF2G,wordlist,F,Yakama,2,hut,ʌ,h,t,1144.97384,1145.055213,81.37214893,135.067938,129.5224727,129.1047152,129.3996603,--undefined--,598.3473525,671.8354373,637.4071364,679.7362932,653.6161874,600.1625193,1644.117613,1709.700155,1688.463288,1768.894196,1817.919046,2794.70489,2791.995782,2797.301212,2814.535822,2837.770531,67.55027835,65.92924412,63.13867805,61.82226987,59.81372387,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS44NF2G_WL1144_97384,YS44NF2Gʌ,22.165721932592014,TRUE,TRUE
YS44NF2G_WL,YS44NF2G,wordlist,F,Yakama,2,but,ʌ,b,t,1179.328909,1179.502047,173.1379012,131.1018934,135.5832424,138.7300927,135.8912692,133.8027711,435.6193137,443.8103757,524.0289391,612.781247,537.3889689,455.0164342,1145.499904,1118.04501,1008.859732,1677.367131,1706.095188,2750.144763,2772.747532,2776.251383,2809.91657,2728.083596,68.94531922,69.70856272,69.46441232,68.69410467,64.71914091,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS44NF2G_WL1179_328909,YS44NF2Gʌ,56.14337061511267,TRUE,TRUE
YS44NF2G_WL,YS44NF2G,wordlist,F,Yakama,2,tock,ɑ,t,k,1193.003855,1193.462812,458.95691,130.2011404,132.0062732,137.5336526,--undefined--,--undefined--,427.591789,508.6331851,465.0884479,988.9492549,929.9481559,725.4567181,1236.713981,1142.230927,1297.520662,2369.196634,2262.188549,2646.607355,2665.923784,2662.728858,3313.551969,3205.13043,64.882998,62.88508138,58.85324518,49.5639254,45.57340938,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS44NF2G_WL1193_003855,YS44NF2Gɑ,51.57634749494122,TRUE,TRUE
YS44NF2G_WL,YS44NF2G,wordlist,F,Yakama,2,hoot,u,h,t,1196.652871,1196.802548,149.6772374,166.360646,166.5843002,168.2028934,170.9846143,173.5620156,376.7380503,361.9657464,353.1456764,366.5019442,460.3262062,408.8370454,1362.590435,1249.301732,1213.047282,1216.014246,1329.150903,2603.551836,2875.583252,2923.424576,2826.750893,2902.625279,66.57493198,68.01327178,68.15640987,64.14760301,59.74583021,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS44NF2G_WL1196_652871,YS44NF2Gu,24.96281800019249,TRUE,TRUE
YS44NF2G_WL,YS44NF2G,wordlist,F,Yakama,2,calm,ɑ,k,m,1342.264626,1342.454195,189.56916,135.5729472,131.8632103,133.5981911,134.9098526,134.2458278,513.3237315,439.1131353,444.7209124,373.4848122,916.1744754,331.3273368,1219.369365,1188.143457,1190.988718,1200.762828,2570.786136,2859.518153,2937.56539,3197.96381,3184.467422,3533.170073,67.91461977,68.91422163,68.88496156,68.75920519,68.83874705,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS44NF2G_WL1342_264626,YS44NF2Gɑ,48.327604581254185,TRUE,TRUE
YS44NF2G_WL,YS44NF2G,wordlist,F,Yakama,2,hut,ʌ,h,t,1539.518233,1539.609109,90.87546559,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,676.2940768,678.6563427,702.2901132,684.0088311,670.5021074,658.5556281,1693.173616,1713.260907,1770.864413,1810.486089,1800.821781,2460.124777,2417.607098,2580.704968,2644.481849,2629.232343,64.52597972,63.00827372,61.58202918,59.3809149,58.03600584,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS44NF2G_WL1539_518233,YS44NF2Gʌ,21.509329698149948,TRUE,TRUE
YS44NF2G_WL,YS44NF2G,wordlist,F,Yakama,2,com,ɑ,k,m,1573.239683,1573.369388,129.70522,144.1016883,144.0118243,144.0667483,143.1428488,142.300022,1097.00545,1233.084334,1267.09375,1202.721321,1281.904351,286.7195606,1279.340582,1484.984737,1490.073435,1565.82403,1479.147696,3227.620899,3234.794292,3272.42282,3160.558387,3125.881683,66.37619408,65.52508641,65.87817506,65.58169722,66.13071993,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS44NF2G_WL1573_239683,YS44NF2Gɑ,82.85522263283197,TRUE,TRUE
YS44NF2G_WL,YS44NF2G,wordlist,F,Yakama,2,hut,ʌ,h,t,1634.411482,1634.504733,93.25129476,146.5090393,146.9856867,149.6133104,--undefined--,--undefined--,702.5537837,663.6593045,651.761338,665.2151845,673.7897014,634.3113745,1662.581215,1681.824727,1757.743987,1757.501581,1844.431869,2740.907568,2716.925171,2681.072893,2739.818745,2740.386595,65.78593914,63.14909152,58.70345405,57.12335605,57.7491105,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS44NF2G_WL1634_411482,YS44NF2Gʌ,22.171316783900487,TRUE,TRUE
YS44NF2G_WL,YS44NF2G,wordlist,F,Yakama,2,don,ɑ,d,n,1642.252834,1642.482313,229.47846,156.307346,157.1903115,158.205484,160.1512466,166.2916677,477.1673732,391.7264091,1131.785642,1043.284708,385.4056098,372.2770646,1418.394389,1268.055049,1259.602618,1846.482378,1482.474679,3036.568535,2295.711352,3289.288529,3009.424101,2143.588919,69.0709765,67.7586884,68.23431081,69.46488247,70.78600853,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS44NF2G_WL1642_252834,YS44NF2Gɑ,90.91373436230127,TRUE,TRUE
YS45NF2G_CS,YS45NF2G,conversation,F,Yakama,2,do,u,d,n,1636.68719,1636.77934,92.15037238,--undefined--,--undefined--,--undefined--,--undefined--,--undefined--,356.698027,350.8739589,351.7165726,344.513231,386.638069,378.0419859,1910.347003,2009.47057,1915.126927,1895.881267,1849.034364,2428.034281,2577.747791,2556.791238,2489.412821,2543.846473,55.72697126,55.95115083,57.3468741,56.80230275,54.22077477,some noise,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_CS1636_68719,YS45NF2Gu,24.537248180300168,TRUE,TRUE
YS45NF2G_RP,YS45NF2G,reading passage,F,Yakama,2,full,ʊ,f,l,2076.58541,2076.672452,87.04178107,164.90375,162.3053302,160.2373965,158.6021728,156.8429958,474.6520131,508.1157774,563.1125376,571.5367516,560.0389245,463.3576017,1093.984098,1373.897622,1392.825118,1164.94679,1157.500848,2796.185723,2730.694524,2578.716678,2542.275048,2684.368671,60.64643007,61.06447457,60.10452575,59.27981575,59.76592318,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_RP2076_58541,YS45NF2Gʊ,33.85729220446937,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,good,ʊ,g,d,2287.527282,2287.679038,151.756088,163.1563348,160.0507659,160.2355828,157.9385305,153.9194597,390.0106927,447.9909976,447.5169522,442.9364642,398.4285277,397.5802313,1881.362002,1331.209406,1250.176549,1674.920492,1711.574194,2711.622401,2530.557564,2570.942695,2615.153431,2572.55144,62.47188663,62.16432694,62.34312411,62.45089766,61.99131974,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL2287_527282,YS45NF2Gʊ,31.62959579314372,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,boot,u,b,t,2349.384554,2349.545516,160.962426,159.7559712,162.7332058,162.8913394,--undefined--,--undefined--,411.2161466,409.6174672,372.2080324,331.9485935,349.0033124,344.2905531,1363.820256,1304.673228,1352.779417,1399.658921,1686.401244,2454.870679,2713.599532,2903.956012,2794.401123,2882.262345,60.28021386,58.78958849,58.19585173,56.18668507,56.41321865,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL2349_384554,YS45NF2Gu,24.26808110757597,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,pool,ul,p,t,2423.098744,2423.363039,264.2942715,142.7479601,77.54886387,77.81381024,78.06172997,--undefined--,395.0763211,451.8382008,414.7982157,426.7713249,1066.454577,527.8343809,893.8944761,2108.629098,1326.334923,1297.298684,2768.686288,2647.915803,3276.902798,2597.320386,2681.033449,3726.822372,59.09451955,57.13359487,56.57644469,57.44758254,51.34399392,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL2423_098744,YS45NF2Gul,40.509597105217026,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,boat,o,b,t,2489.382171,2489.533036,150.865152,71.26962161,71.81127236,71.04569658,69.8108913,--undefined--,359.3113829,333.6332675,317.698424,363.967754,420.2161525,448.2547405,1105.565444,1066.629538,984.5817076,820.7531628,1942.556544,2542.911734,2681.653621,2702.897358,2609.253559,3144.578229,62.12453301,62.6151232,61.92048593,60.77906435,58.91422863,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL2489_382171,YS45NF2Go,29.23410716484826,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,awed,ɔ,t,d,2578.059881,2578.349138,289.2567308,--undefined--,72.2536372,73.66859729,74.01722611,74.47847128,937.9356423,968.7955042,942.5510389,867.5177802,496.032052,349.3737035,2111.571618,2376.025531,1532.651664,1578.93773,1360.317982,3307.494349,3665.82634,3077.953279,3360.851946,2763.473875,53.96814953,55.24292742,57.94565161,60.34251393,60.32765235,background noise,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL2578_059881,YS45NF2Gɔ,31.013046010740116,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,foot,ʊ,f,t,3116.789384,3116.886496,97.11201715,180.9564445,179.2685956,176.8327082,172.1227247,164.8523254,420.376567,463.2100693,454.713869,405.699882,449.2436229,470.1410876,1241.243768,1347.200086,1380.558176,1590.055445,1641.598878,2613.566921,2567.29118,2673.539272,2603.970111,2543.51741,66.3109913,66.32488228,65.31044618,63.67472846,61.43048816,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL3116_789384,YS45NF2Gʊ,32.95913695000732,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,full,ʊl,f,d,3134.296835,3134.576644,279.8089753,155.5512494,155.7462541,154.4889534,155.4431443,157.1838531,448.4970234,489.8754723,310.5400971,440.4086559,442.5397763,323.8136548,917.5176683,884.7206519,689.9661152,2142.323286,1265.5239,2916.424379,2780.528838,2497.628884,3217.498501,2822.466765,63.17816045,63.06608712,60.69102965,61.17471517,62.48670887,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL3134_296835,YS45NF2Gʊl,26.820762302322763,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,took,ʊ,t,k,3150.066491,3150.177264,110.7730349,169.6667255,163.8524346,155.0427196,144.8408296,--undefined--,354.0164709,376.5392157,430.3398132,371.4513837,391.6182787,424.8163173,1831.270569,1777.631052,1819.613344,1745.417906,1630.718387,2555.79989,2506.386281,2364.31374,2479.318694,2492.252561,64.15872093,64.04390806,62.23378086,62.34305395,60.58954145,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL3150_066491,YS45NF2Gʊ,70.24484646648335,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,boat,o,b,t,3265.807133,3265.975817,168.6838708,81.2642674,81.46192203,82.75331843,56.67813995,--undefined--,456.4234127,468.4267246,440.7955511,391.3699533,551.7914436,448.6832309,1187.563277,1011.285065,1047.591429,1362.423362,1938.545801,2544.515419,2617.349547,2480.238121,2716.38915,3005.126236,60.86621485,62.73743993,60.75710849,60.21238334,56.74511584,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL3265_807133,YS45NF2Go,24.04096935078375,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,calm,ɑ,k,m,3380.777098,3381.016553,239.45578,--undefined--,--undefined--,168.6439715,165.3469129,161.4257981,1096.352576,1114.922543,644.2166196,634.8495772,674.5011885,431.3406373,2116.938645,2122.904479,1052.346187,792.5861267,1820.870473,3480.047158,3571.243716,2434.500621,2493.31524,2984.525244,52.56411672,55.30632471,61.11537449,63.22789649,63.40164167,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL3380_777098,YS45NF2Gɑ,80.62818749023751,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,father,ɑ,f,ð,3402.4678,3402.667347,199.54649,152.5212764,151.2188647,153.3130658,157.3082504,163.0195618,897.3664608,868.7567118,923.2459281,730.1547355,825.4194627,535.1364294,959.3200614,1654.376632,1667.268717,1134.087421,1234.343505,2588.706234,3085.417427,2909.770523,2136.553249,2231.813159,63.80112392,62.16956236,63.78384051,66.05387959,65.40445741,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL3402_4678,YS45NF2Gɑ,25.487612507684485,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,boat,o,b,t,3476.516936,3476.65711,140.1739208,167.7018898,172.7599359,175.2645189,176.2322159,174.6796945,506.4803171,468.436078,486.5028964,409.8209902,427.0133918,463.1391722,1511.829107,1270.669354,1131.14557,1093.174635,1413.016636,2255.741296,2304.04435,2162.824791,2409.343647,2145.416356,66.19301294,66.60668411,66.53477379,66.01023169,65.68754941,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL3476_516936,YS45NF2Go,24.582549527994743,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,hood,ʊ,h,d,3570.261349,3570.380544,119.1941076,207.6053814,206.185984,204.9100012,201.4311582,194.4451322,455.5555413,444.2572196,440.1426352,423.7571485,396.1959677,401.285591,1357.973565,1415.112315,1404.642215,1649.710078,1827.479938,2417.250418,2558.519549,2468.261335,2568.948751,2676.452268,67.26334379,70.04503457,71.2916455,71.6588071,68.97316387,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL3570_261349,YS45NF2Gʊ,28.259322080999265,TRUE,TRUE
YS45NF2G_WL,YS45NF2G,wordlist,F,Yakama,2,com,ɑ,k,m,3660.910431,3661.39932,488.88889,--undefined--,174.0721133,172.2140821,173.5441964,86.9540307,846.3814768,527.6586476,487.2795929,389.105435,462.682287,285.9620186,1855.994319,1137.486915,1117.735418,1024.37343,1005.174171,3005.068225,2202.78576,2621.24296,2633.167808,2612.019559,52.80061463,61.5812866,61.82426967,62.33642158,62.37456091,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS45NF2G_WL3660_910431,YS45NF2Gɑ,56.06195950209925,TRUE,TRUE
YS46NF3G_CS,YS46NF3G,conversation,F,Yakama,3,do,u,d,ð,845.1922586,845.302839,110.5804469,153.41529,152.6765317,153.2779697,154.7572679,156.8268569,322.224973,327.2395505,318.098166,371.1061623,409.3712177,422.044562,2034.496258,2011.004822,2058.875464,2006.211126,2007.580274,2629.312699,2648.566114,2701.63028,2714.730624,2783.79608,66.42062939,64.5214842,65.30917716,64.18255136,64.60608622,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS46NF3G_CS845_1922586,YS46NF3Gu,23.375718606319978,TRUE,TRUE
YS46NF3G_RP,YS46NF3G,reading passage,F,Yakama,3,full,ʊ,f,l,1576.460717,1576.598105,137.3878576,143.0538788,140.849242,139.804321,137.9936985,137.5880592,434.2044418,478.0634075,474.8345216,548.9168652,514.9823431,508.761124,1339.414129,983.8941003,995.4662987,865.2829861,959.6824531,2533.15241,2616.151415,2851.379366,2784.217834,2818.177501,68.38600828,68.69199228,69.1141421,68.17722082,69.24196797,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS46NF3G_RP1576_460717,YS46NF3Gʊ,72.62335668667195,TRUE,TRUE
YS46NF3G_RP,YS46NF3G,reading passage,F,Yakama,3,couldnt,ʊ,k,d,1632.143537,1632.28322,139.68254,61.14818107,--undefined--,--undefined--,149.7228522,157.733364,796.0421355,676.366923,826.8121629,727.8429483,505.7121565,707.3687214,2264.58977,2320.82751,2796.851779,2470.938178,2412.993338,3195.487722,3120.13628,3560.866488,3162.514862,3333.29154,57.27721984,63.27183035,61.65896059,63.57206869,61.28548071,,ABW,Sun Nov 29 21:22:50 2020,"Max formant: 5500 Hz, Number of formants: 5, Pitch range: 50-500 Hz, Window length: 0.025 s",6.1.16,OSX,YS46NF3G_RP1632_143537,YS46NF3Gʊ,544.637666134338,TRUE,TRUE
